date,time,currency,impact,index_name,actual, actual_stu,forecast,previous
 ,11:00pm,GBP,high,BOE Gov Carney Speaks,,0,,
 ,,USD,low,Pending Home Sales m/m,-1.8%,-1,-0.2%,-0.8%
 ,11:30pm,USD,low,Natural Gas Storage,46B,0,64B,86B
 FriSep 28 ,5:30am,USD,high,Fed Chair Powell Speaks,,0,,
 ,6:45am,CAD,high,BOC Gov Poloz Speaks,,0,,
 ,7:45am,NZD,low,Building Consents m/m,7.8%,0,,-10.8%
 ,8:01am,GBP,low,GfK Consumer Confidence,-9,-1,-8,-7
 ,8:30am,JPY,low,Tokyo Core CPI y/y,1.0%,1,0.9%,0.9%
 ,,JPY,low,Unemployment Rate,2.4%,1,2.5%,2.5%
 ,8:50am,JPY,low,BOJ Summary of Opinions,,0,,
 ,,JPY,low,Prelim Industrial Production m/m,0.7%,-1,1.5%,-0.2%
 ,,JPY,low,Retail Sales y/y,2.7%,1,2.2%,1.5%
 ,10:30am,AUD,low,Private Sector Credit m/m,0.5%,1,0.4%,0.4%
 ,2:00pm,JPY,low,Housing Starts y/y,1.6%,1,0.4%,-0.7%
 ,3:45pm,EUR,low,French Consumer Spending m/m,0.8%,1,0.3%,0.0%
 ,,EUR,low,French Prelim CPI m/m,-0.2%,-1,-0.1%,0.5%
 ,4:00pm,CHF,medium,KOF Economic Barometer,102.2,1,100.1,98.9
 ,,EUR,medium,Spanish Flash CPI y/y,2.2%,0,2.2%,2.2%
 ,4:55pm,EUR,low,German Unemployment Change,-23K,1,-9K,-10K
 ,5:30pm,GBP,high,Current Account,-20.3B,-1,-19.4B,-15.7B
 ,,GBP,medium,Final GDP q/q,0.4%,0,0.4%,0.4%
 ,,GBP,low,Revised Business Investment q/q,-0.7%,-1,0.5%,0.5%
 ,6:00pm,EUR,medium,CPI Flash Estimate y/y,2.1%,0,2.1%,2.0%
 ,,EUR,medium,Core CPI Flash Estimate y/y,0.9%,-1,1.1%,1.0%
 ,,EUR,low,Italian Prelim CPI m/m,-0.4%,-1,-0.2%,0.4%
 ,9:30pm,CAD,high,GDP m/m,0.2%,1,0.1%,0.0%
 ,,CAD,medium,RMPI m/m,-4.6%,-1,0.8%,0.7%
 ,,CAD,low,IPPI m/m,-0.5%,-1,0.6%,-0.2%
 ,,USD,medium,Core PCE Price Index m/m,0.0%,-1,0.1%,0.2%
 ,,USD,medium,Personal Spending m/m,0.3%,0,0.3%,0.4%
 ,,USD,low,Personal Income m/m,0.3%,-1,0.4%,0.3%
 ,10:20pm,GBP,medium,MPC Member Ramsden Speaks,,0,,
 ,10:45pm,USD,medium,Chicago PMI,60.4,-1,62.3,63.6
 ,11:00pm,USD,medium,Revised UoM Consumer Sentiment,100.1,0,100.5,100.8
 ,,USD,low,Revised UoM Inflation Expectations,2.7%,0,,2.8%
 SatSep 29 ,11:00pm,NZD,holiday,Daylight Saving Time Shift,,0,,
 SunSep 30 ,10:00am,CNY,medium,Manufacturing PMI,50.8,-1,51.2,51.3
 ,,CNY,medium,Non-Manufacturing PMI,54.9,1,54.1,54.2
 ,10:45am,CNY,low,Caixin Manufacturing PMI,50.0,-1,50.5,50.6
 MonOct 1 ,All Day,AUD,holiday,Bank Holiday,,0,,
 ,7:30am,AUD,low,AIG Manufacturing Index,59.0,0,,56.7
 ,8:50am,JPY,low,Tankan Manufacturing Index,19,-1,22,21
 ,,JPY,low,Tankan Non-Manufacturing Index,22,-1,23,24
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,9:30am,JPY,low,Final Manufacturing PMI,52.5,-1,52.9,52.9
 ,10:00am,AUD,low,MI Inflation Gauge m/m,0.3%,0,,0.1%
 ,3:00pm,EUR,medium,German Retail Sales m/m,-0.1%,-1,0.4%,-1.1%
 ,4:15pm,CHF,low,Retail Sales y/y,0.4%,0,0.4%,-0.9%
 ,,EUR,low,Spanish Manufacturing PMI,51.4,-1,52.7,53.0
 ,4:30pm,CHF,low,Manufacturing PMI,59.7,-1,62.6,64.8
 ,4:45pm,EUR,low,Italian Manufacturing PMI,50.0,0,50.3,50.1
 ,4:50pm,EUR,low,French Final Manufacturing PMI,52.5,0,52.5,52.5
 ,4:55pm,EUR,low,German Final Manufacturing PMI,53.7,0,53.7,53.7
 ,5:00pm,EUR,low,Final Manufacturing PMI,53.2,0,53.3,53.3
 ,,EUR,low,Italian Monthly Unemployment Rate,9.7%,1,10.5%,10.2%
 ,5:30pm,GBP,high,Manufacturing PMI,53.8,1,52.6,53.0
 ,,GBP,medium,Net Lending to Individuals m/m,4.0B,-1,4.8B,3.8B
 ,,GBP,low,M4 Money Supply m/m,0.2%,-1,0.6%,0.9%
 ,,GBP,low,Mortgage Approvals,66K,0,65K,65K
 ,6:00pm,EUR,low,Unemployment Rate,8.1%,0,8.1%,8.2%
 ,All Day,EUR,low,Eurogroup Meetings,,0,,
 ,10:00pm,USD,medium,FOMC Member Bostic Speaks,,0,,
 ,10:30pm,CAD,low,Manufacturing PMI,54.8,0,,56.8
 ,10:45pm,USD,low,Final Manufacturing PMI,55.6,0,55.6,55.6
 ,11:00pm,USD,high,ISM Manufacturing PMI,59.8,0,60.1,61.3
 ,,USD,low,Construction Spending m/m,0.1%,-1,0.5%,0.2%
 ,,USD,low,ISM Manufacturing Prices,66.9,-1,72.0,72.1
 TueOct 2 ,12:00am,USD,high,President Trump Speaks,,0,,
 ,2:00am,CAD,medium,Gov Council Member Lane Speaks,,0,,
 ,6:00am,NZD,medium,NZIER Business Confidence,-30,0,,-20
 ,8:50am,JPY,low,Monetary Base y/y,5.9%,-1,7.1%,6.9%
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,12:35pm,JPY,low,10-y Bond Auction,0.14|4.2,0,,0.11|4.5
 ,1:30pm,AUD,high,RBA Rate Statement,,0,,
 ,,AUD,medium,Cash Rate,1.50%,0,1.50%,1.50%
 ,2:00pm,JPY,low,Consumer Confidence,43.4,1,43.0,43.3
 ,2:57pm,GBP,low,Nationwide HPI m/m,0.3%,0,0.2%,-0.5%
 ,3:30pm,AUD,low,Commodity Prices y/y,4.8%,0,,6.6%
 ,4:00pm,EUR,low,Spanish Unemployment Change,20.4K,1,28.2K,47.0K
 ,5:30pm,GBP,medium,Construction PMI,52.1,-1,52.8,52.9
 ,6:00pm,EUR,low,PPI m/m,0.3%,1,0.2%,0.7%
 ,All Day,EUR,low,ECOFIN Meetings,,0,,
 ,11:00pm,USD,medium,FOMC Member Quarles Speaks,,0,,
 ,11:50pm,NZD,medium,GDT Price Index,-1.9%,0,,-1.3%
 WedOct 3 ,All Day,USD,low,Total Vehicle Sales,17.4M,1,16.8M,16.7M
 ,1:45am,USD,high,Fed Chair Powell Speaks,,0,,
 ,7:30am,AUD,low,AIG Services Index,52.5,0,,52.2
 ,8:01am,GBP,low,BRC Shop Price Index y/y,0.2%,0,,0.1%
 ,9:00am,NZD,low,ANZ Commodity Prices m/m,-1.8%,0,,-1.1%
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,10:30am,AUD,medium,Building Approvals m/m,-9.4%,-1,1.0%,-4.6%
 ,All Day,EUR,holiday,German Bank Holiday,,0,,
 ,4:15pm,EUR,low,Spanish Services PMI,52.5,-1,52.9,52.7
 ,4:45pm,EUR,low,Italian Services PMI,53.3,1,52.8,52.6
 ,4:50pm,EUR,low,French Final Services PMI,54.8,1,54.3,54.3
 ,4:55pm,EUR,low,German Final Services PMI,55.9,-1,56.5,56.5
 ,5:00pm,EUR,low,Final Services PMI,54.7,0,54.7,54.7
 ,5:30pm,GBP,high,Services PMI,53.9,0,54.0,54.3
 ,6:00pm,EUR,low,Retail Sales m/m,-0.2%,-1,0.2%,-0.6%
 ,9:05pm,USD,medium,FOMC Member Barkin Speaks,,0,,
 ,9:15pm,USD,medium,ADP Non-Farm Employment Change,230K,1,185K,168K
 ,10:45pm,USD,low,Final Services PMI,53.5,1,52.9,52.9
 ,11:00pm,USD,high,ISM Non-Manufacturing PMI,61.6,1,58.0,58.5
 ,11:30pm,USD,medium,Crude Oil Inventories,8.0M,0,1.1M,1.9M
 ThuOct 4 ,3:00am,USD,medium,FOMC Member Brainard Speaks,,0,,
 ,3:15am,USD,medium,FOMC Member Mester Speaks,,0,,
 ,5:00am,USD,high,Fed Chair Powell Speaks,,0,,
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,10:15am,AUD,low,HIA New Home Sales m/m,-2.9%,0,,-3.1%
 ,10:30am,AUD,medium,Trade Balance,1.60B,1,1.43B,1.55B
 ,5:46pm,EUR,low,Spanish 10-y Bond Auction,1.54|2.4,0,,1.49|1.5
 ,6:02pm,EUR,low,French 10-y Bond Auction,0.86|1.6,0,,0.71|1.9
 ,8:30pm,USD,low,Challenger Job Cuts y/y,70.9%,0,,13.7%
 ,9:00pm,GBP,low,Housing Equity Withdrawal q/q,-6.3B,0,-6.5B,-7.1B
 ,9:30pm,USD,low,Unemployment Claims,207K,1,214K,215K
 ,10:15pm,USD,medium,FOMC Member Quarles Speaks,,0,,
 ,11:00pm,CAD,medium,Ivey PMI,50.4,-1,62.3,61.9
 ,,USD,low,Factory Orders m/m,2.3%,0,2.2%,-0.5%
 ,11:30pm,USD,low,Natural Gas Storage,98B,0,47B,46B
 FriOct 5 ,7:30am,AUD,low,AIG Construction Index,49.3,0,,51.8
 ,8:30am,JPY,low,Household Spending y/y,2.8%,1,0.0%,0.1%
 ,9:00am,JPY,medium,Average Cash Earnings y/y,0.9%,-1,1.3%,1.6%
 ,All Day,CNY,holiday,Bank Holiday,,0,,
 ,10:30am,AUD,high,Retail Sales m/m,0.3%,0,0.3%,0.0%
 ,2:00pm,JPY,low,Leading Indicators,104.4%,0,104.3%,103.9%
 ,3:00pm,EUR,low,German Factory Orders m/m,2.0%,1,0.7%,-0.9%
 ,,EUR,low,German PPI m/m,0.3%,1,0.2%,0.2%
 ,3:45pm,EUR,low,French Gov Budget Balance,-97.3B,0,,-82.8B
 ,,EUR,low,French Trade Balance,-5.6B,-1,-4.5B,-3.4B
 ,4:00pm,CHF,low,Foreign Currency Reserves,740B,0,,731B
 ,4:15pm,CHF,low,CPI m/m,0.1%,-1,0.2%,0.0%
 ,4:30pm,GBP,low,Halifax HPI m/m,-1.4%,-1,0.2%,-0.2%
 ,5:00pm,EUR,low,Italian Retail Sales m/m,0.7%,1,0.2%,0.0%
 ,9:30pm,CAD,high,Employment Change,63.3K,1,25.0K,-51.6K
 ,,CAD,high,Unemployment Rate,5.9%,0,5.9%,6.0%
 ,,CAD,medium,Trade Balance,0.5B,1,-0.5B,-0.2B
 ,,USD,high,Average Hourly Earnings m/m,0.3%,0,0.3%,0.3%
 ,,USD,high,Non-Farm Employment Change,134K,-1,185K,270K
 ,,USD,high,Unemployment Rate,3.7%,1,3.8%,3.9%
 ,,USD,low,Trade Balance,-53.2B,0,-53.4B,-50.0B
 SatOct 6 ,1:40am,USD,low,FOMC Member Bostic Speaks,,0,,
 ,4:00am,USD,low,Consumer Credit m/m,20.1B,1,14.9B,16.6B
 SunOct 7 ,1:00am,AUD,holiday,Daylight Saving Time Shift,,0,,
 MonOct 8 ,All Day,JPY,holiday,Bank Holiday,,0,,
 ,9:30am,AUD,low,ANZ Job Advertisements m/m,-0.8%,0,,-0.7%
 ,10:45am,CNY,low,Caixin Services PMI,53.1,1,51.4,51.5
 ,2:45pm,CHF,low,Unemployment Rate,2.5%,0,2.5%,2.6%
 ,3:00pm,EUR,low,German Industrial Production m/m,-0.3%,-1,0.4%,-1.3%
 ,5:30pm,EUR,low,Sentix Investor Confidence,11.4,0,11.4,12.0
 ,All Day,CAD,holiday,Bank Holiday,,0,,
 ,All Day,USD,holiday,Bank Holiday,,0,,
 TueOct 9 ,8:01am,GBP,low,BRC Retail Sales Monitor y/y,-0.2%,-1,0.3%,0.2%
 ,8:50am,JPY,low,Current Account,1.43T,-1,1.52T,1.48T
 ,9:30am,AUD,medium,NAB Business Confidence,6,0,,5
 ,2:00pm,JPY,low,Economy Watchers Sentiment,48.6,1,47.3,48.7
 ,3:00pm,EUR,low,German Trade Balance,18.3B,1,15.9B,15.9B
 ,5:30pm,GBP,low,FPC Statement,,0,,
 ,6:40pm,USD,low,NFIB Small Business Index,107.9,-1,108.9,108.8
 ,9:13pm,CAD,low,Housing Starts,189K,-1,203K,199K
 ,11:05pm,USD,low,IBD/TIPP Economic Optimism,57.8,1,54.6,55.7
 ,11:35pm,GBP,medium,MPC Member Broadbent Speaks,,0,,
 WedOct 10 ,3:00am,CAD,low,Gov Council Member Wilkins Speaks,,0,,
 ,8:30am,AUD,medium,Westpac Consumer Sentiment,1.0%,0,,-3.0%
 ,8:50am,JPY,low,Core Machinery Orders m/m,6.8%,1,-3.9%,11.0%
 ,10:10am,USD,medium,FOMC Member Williams Speaks,,0,,
 ,2:59pm,JPY,low,Prelim Machine Tool Orders y/y,2.8%,0,,5.1%
 ,3:45pm,EUR,low,French Industrial Production m/m,0.3%,1,0.1%,0.8%
 ,5:00pm,EUR,low,Italian Industrial Production m/m,1.7%,1,0.7%,-1.6%
 ,5:30pm,GBP,high,GDP m/m,0.0%,-1,0.1%,0.4%
 ,,GBP,high,Manufacturing Production m/m,-0.2%,-1,0.1%,0.0%
 ,,GBP,low,Construction Output m/m,-0.7%,-1,-0.4%,0.5%
 ,,GBP,low,Goods Trade Balance,-11.2B,-1,-10.9B,-10.4B
 ,,GBP,low,Index of Services 3m/3m,0.5%,-1,0.6%,0.7%
 ,,GBP,low,Industrial Production m/m,0.2%,1,0.1%,0.4%
 ,6:00pm,GBP,medium,MPC Member Haldane Speaks,,0,,
 ,6:33pm,EUR,low,German 10-y Bond Auction,0.55|1.1,0,,0.49|2.5
 ,9:30pm,CAD,low,Building Permits m/m,0.4%,0,0.5%,-1.5%
 ,,USD,high,PPI m/m,0.2%,0,0.2%,-0.1%
 ,,USD,medium,Core PPI m/m,0.2%,0,0.2%,-0.1%
 ,10:10pm,GBP,low,NIESR GDP Estimate,0.7%,0,,0.7%
 ,11:00pm,USD,low,Final Wholesale Inventories m/m,1.0%,-1,0.8%,0.8%
 ThuOct 11 ,2:01am,USD,low,10-y Bond Auction,3.23|2.4,0,,2.96|2.6
 ,6:45am,NZD,low,FPI m/m,-0.1%,0,,-0.5%
 ,7:00am,USD,medium,FOMC Member Bostic Speaks,,0,,
 ,7:30am,AUD,medium,RBA Assist Gov Ellis Speaks,,0,,
 ,8:01am,GBP,low,RICS House Price Balance,-2%,-1,2%,1%
 ,8:50am,JPY,low,Bank Lending y/y,2.3%,1,2.1%,2.2%
 ,,JPY,low,PPI y/y,3.0%,0,2.9%,3.0%
 ,9:00am,AUD,low,MI Inflation Expectations,4.0%,0,,4.0%
 ,Day 1,All,medium,G20 Meetings,,0,,
 ,12:35pm,JPY,low,30-y Bond Auction,0.90|3.9,0,,0.84|4.2
 ,2:00pm,GBP,high,BOE Gov Carney Speaks,,0,,
 ,3:45pm,EUR,low,French Final CPI m/m,-0.2%,0,-0.2%,-0.2%
 ,5:30pm,GBP,medium,BOE Credit Conditions Survey,,0,,
 ,6:00pm,GBP,high,BOE Gov Carney Speaks,,0,,
 ,7:45pm,GBP,medium,MPC Member Vlieghe Speaks,,0,,
 ,8:30pm,EUR,medium,ECB Monetary Policy Meeting Accounts,,0,,
 ,9:30pm,CAD,low,NHPI m/m,0.0%,-1,0.1%,0.1%
 ,,USD,high,CPI m/m,0.1%,-1,0.2%,0.2%
 ,,USD,high,Core CPI m/m,0.1%,-1,0.2%,0.1%
 ,,USD,low,Unemployment Claims,214K,-1,207K,207K
 ,11:30pm,USD,low,Natural Gas Storage,90B,0,87B,98B
 FriOct 12 ,12:00am,USD,medium,Crude Oil Inventories,6.0M,0,2.3M,8.0M
 ,2:01am,USD,low,30-y Bond Auction,3.34|2.4,0,,3.09|2.3
 ,6:30am,NZD,medium,Business NZ Manufacturing Index,51.7,0,,52.0
 ,8:50am,JPY,low,M2 Money Stock y/y,2.8%,-1,2.9%,2.9%
 ,9:30am,AUD,medium,RBA Financial Stability Review,,0,,
 ,,AUD,low,Home Loans m/m,-2.1%,-1,-0.9%,0.0%
 ,Day 2,All,medium,G20 Meetings,,0,,
 ,11:54am,CNY,medium,Trade Balance,213B,1,85B,180B
 ,11:55am,CNY,low,USD-Denominated Trade Balance,31.7B,1,19.3B,27.9B
 ,1:30pm,JPY,low,Tertiary Industry Activity m/m,0.5%,1,0.3%,-0.1%
 ,3:00pm,EUR,low,German Final CPI m/m,0.4%,0,0.4%,0.4%
 ,6:00pm,EUR,low,Industrial Production m/m,1.0%,1,0.4%,-0.7%
 ,9:30pm,USD,low,Import Prices m/m,0.5%,1,0.3%,-0.4%
 ,11:00pm,USD,medium,Prelim UoM Consumer Sentiment,99.0,-1,100.4,100.1
 ,,USD,low,Prelim UoM Inflation Expectations,2.8%,0,,2.7%
 ,Day 1,All,medium,IMF Meetings,,0,,
 SatOct 13 ,1:30am,USD,medium,FOMC Member Bostic Speaks,,0,,
 ,11:30am,USD,medium,FOMC Member Quarles Speaks,,0,,
 ,2:45pm,EUR,high,ECB President Draghi Speaks,,0,,
 ,Day 2,All,low,IMF Meetings,,0,,
 SunOct 14 ,Day 3,All,low,IMF Meetings,,0,,
 MonOct 15 ,8:01am,GBP,low,Rightmove HPI m/m,1.0%,0,,0.7%
 ,1:30pm,JPY,low,Revised Industrial Production m/m,0.2%,-1,0.7%,0.7%
 ,4:15pm,CHF,low,PPI m/m,-0.2%,-1,0.1%,0.0%
 ,9:30pm,USD,high,Core Retail Sales m/m,-0.1%,-1,0.4%,0.2%
 ,,USD,high,Retail Sales m/m,0.1%,-1,0.7%,0.1%
 ,,USD,low,Empire State Manufacturing Index,21.1,1,20.4,19.0
 ,11:00pm,USD,low,Business Inventories m/m,0.5%,0,0.5%,0.7%
 ,11:30pm,CAD,high,BOC Business Outlook Survey,,0,,
 ,11:34pm,GBP,high,Prime Minister May Speaks,,0,,
 TueOct 16 ,3:00am,USD,low,Federal Budget Balance,119.1B,1,71.0B,-214.1B
 ,6:45am,NZD,high,CPI q/q,0.9%,1,0.7%,0.4%
 ,9:30am,AUD,medium,Monetary Policy Meeting Minutes,,0,,
 ,10:30am,CNY,medium,CPI y/y,2.5%,0,2.5%,2.3%
 ,,CNY,low,PPI y/y,3.6%,0,3.7%,4.1%
 ,3:00pm,EUR,low,German Import Prices m/m,0.0%,-1,0.1%,-0.2%
 ,5:30pm,GBP,high,Average Earnings Index 3m/y,2.7%,1,2.6%,2.6%
 ,,GBP,medium,Unemployment Rate,4.0%,0,4.0%,4.0%
 ,,GBP,low,Claimant Count Change,18.5K,-1,4.5K,14.2K
 ,6:00pm,EUR,low,Trade Balance,16.6B,1,15.0B,12.6B
 ,,EUR,low,ZEW Economic Sentiment,-19.4,-1,-9.2,-7.2
 ,,EUR,low,German ZEW Economic Sentiment,-24.7,-1,-12.3,-10.6
 ,7:04pm,EUR,low,Italian Trade Balance,2.56B,-1,4.34B,5.66B
 ,9:30pm,CAD,medium,Foreign Securities Purchases,2.82B,-1,10.05B,15.29B
 ,10:15pm,USD,low,Capacity Utilization Rate,78.1%,0,78.2%,78.1%
 ,,USD,low,Industrial Production m/m,0.3%,1,0.2%,0.4%
 ,11:00pm,USD,low,JOLTS Job Openings,7.14M,1,6.90M,7.08M
 ,,USD,low,NAHB Housing Market Index,68,0,68,67
 ,11:39pm,NZD,low,GDT Price Index,-0.3%,0,,-1.9%
 WedOct 17 ,5:00am,USD,low,TIC Long-Term Purchases,131.8B,1,50.3B,66.7B
 ,5:15am,USD,medium,FOMC Member Daly Speaks,,0,,
 ,6:20am,AUD,medium,RBA Assist Gov Debelle Speaks,,0,,
 ,8:30am,AUD,low,MI Leading Index m/m,-0.1%,0,,0.0%
 ,5:02pm,CNY,low,M2 Money Supply y/y,8.3%,0,8.2%,8.2%
 ,,CNY,low,New Loans,1380B,1,1355B,1280B
 ,5:30pm,GBP,high,CPI y/y,2.4%,-1,2.6%,2.7%
 ,,GBP,medium,PPI Input m/m,1.3%,1,0.9%,1.2%
 ,,GBP,medium,RPI y/y,3.3%,-1,3.5%,3.5%
 ,,GBP,low,Core CPI y/y,1.9%,-1,2.0%,2.1%
 ,,GBP,low,FPC Meeting Minutes,,0,,
 ,,GBP,low,HPI y/y,3.2%,1,2.9%,3.4%
 ,,GBP,low,PPI Output m/m,0.4%,1,0.2%,0.2%
 ,6:00pm,EUR,low,Final CPI y/y,2.1%,0,2.1%,2.1%
 ,,EUR,low,Final Core CPI y/y,0.9%,0,0.9%,0.9%
 ,6:35pm,EUR,low,German 30-y Bond Auction,1.04|1.4,0,,1.10|2.0
 ,Day 1,EUR,high,EU Economic Summit,,0,,
 ,9:30pm,CAD,medium,Manufacturing Sales m/m,-0.4%,1,-0.6%,1.2%
 ,,USD,medium,Building Permits,1.24M,-1,1.27M,1.25M
 ,,USD,medium,Housing Starts,1.20M,0,1.22M,1.27M
 ,10:15pm,GBP,medium,MPC Member Cunliffe Speaks,,0,,
 ,10:30pm,GBP,low,CB Leading Index m/m,-0.2%,0,,0.0%
 ,11:30pm,USD,medium,Crude Oil Inventories,6.5M,0,1.6M,6.0M
 ThuOct 18 ,1:10am,USD,medium,FOMC Member Brainard Speaks,,0,,
 ,1:30am,EUR,medium,German Buba President Weidmann Speaks,,0,,
 ,2:00am,GBP,medium,MPC Member Broadbent Speaks,,0,,
 ,3:00am,USD,high,FOMC Meeting Minutes,,0,,
 ,6:00am,USD,medium,Treasury Currency Report,,0,,
 ,8:50am,JPY,low,Trade Balance,-0.24T,1,-0.34T,-0.19T
 ,9:30am,AUD,high,Employment Change,5.6K,-1,15.2K,44.6K
 ,,AUD,high,Unemployment Rate,5.0%,1,5.3%,5.3%
 ,,AUD,low,NAB Quarterly Business Confidence,3,0,,7
 ,,JPY,high,BOJ Gov Kuroda Speaks,,0,,
 ,3:00pm,CHF,low,Trade Balance,2.43B,0,2.45B,2.08B
 ,,EUR,low,German WPI m/m,0.4%,0,0.4%,0.3%
 ,4:00pm,CNY,low,Foreign Direct Investment ytd/y,2.9%,0,,2.3%
 ,5:30pm,GBP,high,Retail Sales m/m,-0.8%,-1,-0.4%,0.4%
 ,5:45pm,EUR,low,Spanish 10-y Bond Auction,1.64|2.1,0,,1.54|2.4
 ,Day 2,EUR,high,EU Economic Summit,,0,,
 ,9:30pm,CAD,low,ADP Non-Farm Employment Change,28.8K,0,,42.7K
 ,,USD,medium,Philly Fed Manufacturing Index,22.2,1,19.7,22.9
 ,,USD,low,Unemployment Claims,210K,0,211K,215K
 ,11:00pm,USD,low,CB Leading Index m/m,0.5%,0,0.5%,0.4%
 ,11:30pm,USD,low,Natural Gas Storage,81B,0,85B,90B
 FriOct 19 ,1:15am,USD,medium,FOMC Member Quarles Speaks,,0,,
 ,6:45am,NZD,low,Visitor Arrivals m/m,-1.9%,0,,2.8%
 ,8:30am,JPY,low,National Core CPI y/y,1.0%,0,1.0%,0.9%
 ,11:00am,CNY,high,GDP q/y,6.5%,-1,6.6%,6.7%
 ,,CNY,medium,Fixed Asset Investment ytd/y,5.4%,0,5.3%,5.3%
 ,,CNY,medium,Industrial Production y/y,5.8%,0,6.0%,6.1%
 ,,CNY,medium,NBS Press Conference,,0,,
 ,,CNY,low,Retail Sales y/y,9.2%,0,9.0%,9.0%
 ,,CNY,low,Unemployment Rate,4.9%,0,,5.0%
 ,,NZD,low,Credit Card Spending y/y,7.8%,0,,7.8%
 ,3:30pm,JPY,high,BOJ Gov Kuroda Speaks,,0,,
 ,5:00pm,EUR,low,Current Account,23.9B,1,21.4B,19.5B
 ,5:30pm,GBP,medium,Public Sector Net Borrowing,3.3B,1,4.6B,4.8B
 ,9:30pm,CAD,high,CPI m/m,-0.4%,-1,0.1%,-0.1%
 ,,CAD,high,Core Retail Sales m/m,-0.4%,-1,0.1%,0.8%
 ,,CAD,medium,Common CPI y/y,1.9%,0,,2.0%
 ,,CAD,medium,Median CPI y/y,2.0%,0,,2.1%
 ,,CAD,medium,Retail Sales m/m,-0.1%,-1,0.3%,0.2%
 ,,CAD,medium,Trimmed CPI y/y,2.1%,0,,2.2%
 ,,CAD,low,Core CPI m/m,0.0%,0,,0.1%
 ,11:00pm,USD,low,Existing Home Sales,5.15M,-1,5.29M,5.33M
 SatOct 20 ,1:00am,USD,medium,FOMC Member Bostic Speaks,,0,,
 ,1:10am,GBP,high,BOE Gov Carney Speaks,,0,,
 SunOct 21 ,1:00am,USD,medium,FOMC Member Bostic Speaks,,0,,
 MonOct 22 ,All Day,NZD,holiday,Bank Holiday,,0,,
 ,11:00am,AUD,medium,RBA Assist Gov Debelle Speaks,,0,,
 ,1:30pm,JPY,low,All Industries Activity m/m,0.5%,0,0.4%,-0.2%
 ,7:00pm,EUR,low,German Buba Monthly Report,,0,,
 ,9:30pm,CAD,low,Wholesale Sales m/m,-0.1%,-1,0.1%,1.1%
 ,11:30pm,AUD,low,CB Leading Index m/m,0.2%,0,,0.1%
 TueOct 23 ,7:35am,AUD,medium,RBA Assist Gov Debelle Speaks,,0,,
 ,12:00pm,AUD,medium,RBA Assist Gov Bullock Speaks,,0,,
 ,1:30pm,AUD,medium,RBA Assist Gov Debelle Speaks,,0,,
 ,2:00pm,JPY,low,BOJ Core CPI y/y,0.5%,0,0.5%,0.5%
 ,3:00pm,EUR,low,German PPI m/m,0.5%,1,0.3%,0.3%
 ,7:00pm,GBP,low,CBI Industrial Order Expectations,-6,-1,-1,-1
 ,7:30pm,GBP,medium,MPC Member Haldane Speaks,,0,,
 ,11:00pm,EUR,low,Consumer Confidence,-3,0,-3,-3
 ,,USD,low,Richmond Manufacturing Index,15,-1,25,29
 WedOct 24 ,12:20am,GBP,high,BOE Gov Carney Speaks,,0,,
 ,2:30am,USD,medium,FOMC Member Bostic Speaks,,0,,
 ,8:00am,AUD,low,Flash Manufacturing PMI,54.3,0,,54.0
 ,,AUD,low,Flash Services PMI,50.8,0,,52.2
 ,9:30am,JPY,low,Flash Manufacturing PMI,53.1,1,52.6,52.5
 ,4:15pm,EUR,medium,French Flash Manufacturing PMI,51.2,-1,52.4,52.5
 ,,EUR,medium,French Flash Services PMI,55.6,1,54.7,54.8
 ,4:30pm,EUR,medium,German Flash Manufacturing PMI,52.3,-1,53.4,53.7
 ,,EUR,medium,German Flash Services PMI,53.6,-1,55.5,55.9
 ,5:00pm,EUR,medium,Flash Manufacturing PMI,52.1,-1,53.0,53.2
 ,,EUR,medium,Flash Services PMI,53.3,-1,54.5,54.7
 ,,EUR,low,M3 Money Supply y/y,3.5%,0,3.5%,3.4%
 ,,EUR,low,Private Loans y/y,3.1%,-1,3.2%,3.1%
 ,5:30pm,GBP,low,High Street Lending,38.5K,-1,39.0K,39.2K
 ,10:00pm,EUR,low,Belgian NBB Business Climate,-1.1,-1,0.5,1.2
 ,,USD,low,HPI m/m,0.3%,0,0.3%,0.4%
 ,10:45pm,USD,low,Flash Manufacturing PMI,55.9,1,55.4,55.6
 ,,USD,low,Flash Services PMI,54.7,1,54.1,53.5
 ,11:00pm,CAD,high,BOC Monetary Policy Report,,0,,
 ,,CAD,high,BOC Rate Statement,,0,,
 ,,CAD,high,Overnight Rate,1.75%,0,1.75%,1.50%
 ,,USD,low,New Home Sales,553K,-1,627K,585K
 ,11:30pm,USD,medium,Crude Oil Inventories,6.3M,0,3.6M,6.5M
 ThuOct 25 ,12:15am,CAD,high,BOC Press Conference,,0,,
 ,2:00am,USD,medium,FOMC Member Bostic Speaks,,0,,
 ,2:10am,USD,medium,FOMC Member Mester Speaks,,0,,
 ,3:00am,USD,low,Beige Book,,0,,
 ,6:45am,NZD,medium,Trade Balance,-1560M,-1,-1365M,-1470M
 ,8:00am,USD,low,FOMC Member Brainard Speaks,,0,,
